,newdata.user_id,newdata.created_at,newdata.screen_name,newdata.text,newdata.source,newdata.display_text_width,newdata.reply_to_status_id,newdata.reply_to_user_id,newdata.reply_to_screen_name,newdata.is_quote,newdata.is_retweet,newdata.favorite_count,newdata.quote_count,newdata.reply_count,newdata.location,score
0,2488356031,2022-06-13 06:22:05,bacton2,DEAR BBCNEWS BEFORE ANYBODY STARTS TO WATCH YOUR BIAS NEWS REPORTS ON RWANDA I CAN REPORT THAT EVERYONE IN THE PUB LAST NIGHT IS DELIGHTED THE FLIGHTS ARE GOING AHEAD,Twitter Web App,139,,,,False,True,0,,,,positiva
1,443153513,2022-06-13 06:22:03,ZANewsFlash,DUBAIBASED NEWSPAPER THE NATIONAL REPORTS THAT THE GUPTA FAMILY LIVED FOR A FEW YEARS WITH THEIR FAMILIES IN THE PALATIAL AND EXCLUSIVE EMIRATES HILLS COMMUNITY IN DUBAI,Twitter Web App,195,,,,False,False,0,,,Southern Africa ,negativa
2,803841721624887040,2022-06-13 06:21:49,aeckevin,THE HK GOVTS 25TH HANDOVER ANNIVERSARY WEBSITE INCLUDES A SECTION FOR MEDIA REPORTS FEATURING THE ECONOMIST AT THE TOP WHAT ARE THESE MEDIA REPORTS ER PAID ADVERTISEMENT FEATURES ACTUALLY CLEARLY THEY COULDNT FIND ONE COMPLIANT NEWS OUTLET TO WRITE A PUFF PIECE,Twitter for iPhone,140,,,,False,True,0,,,Hong Kong,positiva
3,307917928,2022-06-13 06:19:46,Jackie___P,STOP REPEATING STUFF YOU DONT KNOW IS TRUE NOBODY KNOWS WHO THE SOURCE IS THEY ARE TROUBLEMAKERS NEWS CHANNELS NEED TO STOP USING UNCONFIRMED REPORTS GBNEWS,Twitter for Android,160,,,,False,False,0,,,,positiva
4,144749482,2022-06-13 06:19:38,LAMBERT_S1,TRUMP CE QUE LES FAKES NEWS NE VOUS MONTRERONT JAMAIS DONALD TRUMP SUR POUTINE EN 2017 EN MOINS DUNE MINUTE IL AVAIT TOUT RSUM TRUMPWASRIGHTABOUTEVERYTHING,Twitter for iPhone,140,,,,False,True,0,,,France mon beau pays,neutral/SI
5,953606642792386048,2022-06-13 06:19:33,anna_kouadio,NORTH KOREAN LEADER KIM JONG UN EXPRESSED FULL SUPPORT FOR PUTIN PEOPLE HAVE ACHIEVED SUCCESS IN ACCOMPLISHING THE JUST CAUSE OF DEFENDING THE DIGNITY OF THEIR COUNTRY WHILE BRAVING CHALLENGES UNDER THE GUIDANCE OF THE PRESIDENT NEWS AGENCY REPORTS,Twitter for iPhone,140,,,,False,True,0,,,"Vaud, Suisse",positiva
6,114699983,2022-06-13 06:18:33,IrelandAMVMTV,JUST ANOTHER MANIC MONDAY ITS ALWAYS A LAUGH A MINUTE WHEN THESE TWO ARE TOGETHER JOIN MUIREANN AMP TOMMY UNTIL 10AM FOR PLENTY OF ENTERTAINING ELEMENTS AND YOUR LATEST NEWS SPORT AND WEATHER IRELANDAM,Twitter for iPhone,215,,,,False,False,1,,,"Ballymount, Dublin.",positiva
7,1549916598,2022-06-13 06:18:17,newstracklive,8 48 CORONA INDIA COVID19CASES DEATH NEWSTRACKLIVE,dlvr.it,176,,,,False,False,0,,,"New Delhi, India",neutral/SI
8,1549916598,2022-06-12 15:46:41,newstracklive,BJP MPNIKAYCHUNAV MPPANCHAYATELECTION ELECTION NEWSTRACKLIVE,dlvr.it,193,,,,False,False,0,,,"New Delhi, India",neutral/SI
9,31088043,2022-06-13 06:18:04,nivrae,MILO HAS BIG NEWS TINYKIN IS COMING TO PC AND CONSOLES ON AUGUST 30TH 2022 STRIDE INTO THE COUNTDOWN MONTHS WITH THE RELEASE DATE ANNOUNCEMENT TRAILER FEATURED FUTUREGAMESSHOW NOW WATCH THE TRAILER AND KNOW YOUR MINI MATES BETTER,Twitter for Android,140,,,,False,True,0,,,Paris,positiva
10,329708303,2022-06-13 06:17:49,debrob1947,ANGRYSTAFFER I SAW THIS STORY SINCE I LIVE 30 MILES FROM CDA INTERESTING HOW WHAT I SAW ON THE VERY FIRST NEWS REPORTS ARE NO LONGER AVAILABLE IT WAS VIDEO OF A LARGE GROUP OF THEIR FACES COVERED BY WHITE NECK GATORS OR WHITE BALACLAVAS SKIING IN COLD WITH HUGE EYE HOLES CUT LIKE KKK,Twitter for iPad,140,,,,False,True,0,,,"North Carolina, USA",positiva
11,949407894394556032,2022-06-13 06:17:05,ReggieMeezer,CANADIAN MEDIA REPORTS ON THE NAZI AZOV BATTALION IN UKRAINE BEFORE THE CONFLICT ESCALATED ALSO CHECK OUT THAT COLLAGE OF NEWS TALKING ABOUT THE NAZIS WHICH THEY NOW CLAIM DONT EXIST,Twitter Web App,140,,,,False,True,0,,,"South Bend, IN",neutral/SI
12,1263354912001440000,2022-06-13 06:17:00,wilf12339264,DEAR BBCNEWS BEFORE ANYBODY STARTS TO WATCH YOUR BIAS NEWS REPORTS ON RWANDA I CAN REPORT THAT EVERYONE IN THE PUB LAST NIGHT IS DELIGHTED THE FLIGHTS ARE GOING AHEAD,Twitter Web App,139,,,,False,True,0,,,,positiva
13,762728510267863040,2022-06-13 01:54:12,caroljdavy,REQUEST DENIED REP MATT GAETZ ALLEGEDLY SOUGHT A BLANKET PRESIDENTIAL PARDON FROM DONALD TRUMP IN THE CLOSING WEEKS OF HIS ADMINISTRATION A REQUEST WHICH WAS ULTIMATELY NOT FULFILLED ACCORDING TO NEWS REPORTS,Twitter for iPhone,139,,,,False,True,0,,,"Los Angeles, CA",negativa
14,1500110255463749888,2022-06-13 06:16:16,InCiDeR21,CANADIAN MEDIA REPORTS ON THE NAZI AZOV BATTALION IN UKRAINE BEFORE THE CONFLICT ESCALATED ALSO CHECK OUT THAT COLLAGE OF NEWS TALKING ABOUT THE NAZIS WHICH THEY NOW CLAIM DONT EXIST,Twitter Web App,140,,,,False,True,0,,,Beyond Meta,neutral/SI
15,826583600057430016,2022-06-13 06:16:03,LindaWolff19,HI HALLMARKCHANNEL WE HEARTIES ARE STILL PATIENTLY WAITING FOR THE SEASON 10 ANNOUNCEMENT I REALLY MISS THIS LITTLE BOY HOPEFULLY WELL HEAR THE GOOD NEWS SOON ALLINFORSEASON10 LUCABETH WEAREHOPEVALLEY WCTH,Twitter for Android,139,,,,False,True,0,,,,positiva
16,1348254295976760064,2022-06-13 06:15:40,GregLarssen,RLF RLFTF RLFTY RELIEF THERAPEUTICS RELIEFS NEXT DAY PR CONFIRMING THE NEWS FROM NRX ABOUT THE DENIED BREAKTHROUGH THERAPY DESIGNATION FOR THE ZYESAMI VERSION OF AVIPTADIL,Twitter Web App,206,,,,False,False,0,,,Perpignan (France),neutral/SI
17,1411670130019290112,2022-06-13 06:14:11,esoftnt,THE HK GOVTS 25TH HANDOVER ANNIVERSARY WEBSITE INCLUDES A SECTION FOR MEDIA REPORTS FEATURING THE ECONOMIST AT THE TOP WHAT ARE THESE MEDIA REPORTS ER PAID ADVERTISEMENT FEATURES ACTUALLY CLEARLY THEY COULDNT FIND ONE COMPLIANT NEWS OUTLET TO WRITE A PUFF PIECE,Twitter Web App,140,,,,False,True,0,,,,positiva
18,1499590400314469888,2022-06-13 06:11:42,poponishi963,GOOD DAY BUDS NEW PROJECT ON THE MARKET PLEASE CHECK ANNOUNCEMENT FOR GREAT NEWS COMING SOON FURTHER INFORMATION WILL BE AVAILABLE SOON STAY TUNED,Twitter for Android,140,,,,False,True,0,,,,positiva
19,1288573871893939968,2022-06-13 06:11:38,LiberMinerva,THE BEAUTY OF NEWS REPORTS ON GYMNASTICS ABUSE IS THAT IN THE CURRENT ABSENCE OF A WORLDWIDE PUBLIC REGISTER OF DISCIPLINARY SANCTIONS WHEREVER THESE ABUSIVE COACHES NOW WORK OR TRAVEL SAFEGUARDING CONCERNS STILL TRAVEL WITH THEM VIA THE INTERNET 12,Twitter Web App,255,,,,False,False,1,,,,negativa
20,288275234,2022-06-13 06:11:33,manchan1213,SO I AM EXPECTING FOR JIEUNS NEXT BIG ANNOUNCEMENT WILL BE CONCERT TOUR OR HUGE CASTING NEWS OR BOTH LOL I WANT HER TO GET SOME MUCH NEEDED REST BUT KNOWING OUR GIRL SHES JUST GOING TO KEEP BUSY AND WORKING,Twitter for Android,140,,,,False,True,0,,,,positiva
21,1533362328711719936,2022-06-13 06:09:01,a2zumi,THE HK GOVTS 25TH HANDOVER ANNIVERSARY WEBSITE INCLUDES A SECTION FOR MEDIA REPORTS FEATURING THE ECONOMIST AT THE TOP WHAT ARE THESE MEDIA REPORTS ER PAID ADVERTISEMENT FEATURES ACTUALLY CLEARLY THEY COULDNT FIND ONE COMPLIANT NEWS OUTLET TO WRITE A PUFF PIECE,Twitter for iPhone,140,,,,False,True,0,,,New Zealand,positiva
22,1339346295606149888,2022-06-13 06:08:41,noeeliamn,DEVASTATING NEWS RIP COOPER NORIEGA LIFE IS FRAGILE ENJOY EVERY MINUTE,Twitter for iPhone,112,,,,False,True,0,,,,negativa
23,1499025404249710080,2022-06-13 06:06:45,OxaraAlease,CANADIAN MEDIA REPORTS ON THE NAZI AZOV BATTALION IN UKRAINE BEFORE THE CONFLICT ESCALATED ALSO CHECK OUT THAT COLLAGE OF NEWS TALKING ABOUT THE NAZIS WHICH THEY NOW CLAIM DONT EXIST,Twitter Web App,140,,,,False,True,0,,,Nederland,neutral/SI
24,1505955450847879936,2022-06-13 06:05:56,ew4ria,SO I AM EXPECTING FOR JIEUNS NEXT BIG ANNOUNCEMENT WILL BE CONCERT TOUR OR HUGE CASTING NEWS OR BOTH LOL I WANT HER TO GET SOME MUCH NEEDED REST BUT KNOWING OUR GIRL SHES JUST GOING TO KEEP BUSY AND WORKING,Twitter for iPhone,140,,,,False,True,0,,,,positiva
25,1169270397470040064,2022-06-13 06:04:38,manjuicecom1,THE HK GOVTS 25TH HANDOVER ANNIVERSARY WEBSITE INCLUDES A SECTION FOR MEDIA REPORTS FEATURING THE ECONOMIST AT THE TOP WHAT ARE THESE MEDIA REPORTS ER PAID ADVERTISEMENT FEATURES ACTUALLY CLEARLY THEY COULDNT FIND ONE COMPLIANT NEWS OUTLET TO WRITE A PUFF PIECE,Twitter for iPhone,140,,,,False,True,0,,,,positiva
26,2354660132,2022-06-13 06:04:26,ArsenalFC1989,DEAR BBCNEWS BEFORE ANYBODY STARTS TO WATCH YOUR BIAS NEWS REPORTS ON RWANDA I CAN REPORT THAT EVERYONE IN THE PUB LAST NIGHT IS DELIGHTED THE FLIGHTS ARE GOING AHEAD,Twitter for iPhone,139,,,,False,True,0,,,Essex COYG,positiva
27,1519518776638799872,2022-06-13 06:04:24,FGCJudaS,HMM BEEN LACKING ON NEWS LATELY BUT I FEEL REFRESHED ONLY LOOKING AT NEWS REPORTS TWICE A WEEK,Twitter for iPhone,95,,,,False,False,0,,,,negativa
28,1019747033727600000,2022-06-13 06:04:21,45_nerd,IF YOU HAVENT SIGNED UP TO RECEIVE SNARKY FILMS LOVE NEWS AND JOY PLEASE TAKE A MINUTETHERES ALSO A SUGGESTION BOX THE HERD HAS ALWAYS BEEN A GROUP EFFORT,Twitter Web App,140,,,,False,True,0,,,,positiva
29,18009863,2022-06-13 03:00:00,Harnesslink,HARNESSLINK AUS NEWS AMANDARANDO REPORTS FOR AS THE CLASS MARE SPELLBOUND HEADS TO THE BROODMARE PADDOCK HARNESSRACING,Twitter Web App,173,,,,False,False,0,,,"Auckland, New Zealand and USA",neutral/SI
30,18009863,2022-06-12 23:00:02,Harnesslink,HARNESSLINK N AMERICAN NEWS HIPPODROME3R SEES THE SPEED TURNED UP ON SATURDAY STEVE WOLF REPORTS ON THE SLICK EFFORTS AT THE TRACK ON SATURDAY FOR THE QUEJOCKEYCLUB,Twitter Web App,195,,,,False,False,1,,,"Auckland, New Zealand and USA",negativa
31,18009863,2022-06-13 04:00:01,Harnesslink,HARNESSLINK AUS NEWS DUMESNYMICHAEL REPORTS ON THE WINNING WAYS OF CAM HART FOR HRNSWHARNESS HARNESSRACING,Twitter Web App,138,,,,False,False,2,,,"Auckland, New Zealand and USA",positiva
32,18009863,2022-06-12 23:30:00,Harnesslink,HARNESSLINK N AMERICAN NEWS HARRAHSPHL SEES A SUB150 ON SUNDAY PHHA REPORTS ON THEIR FEATURE ACTION AND THE DRIVER IN FORM HARNESSRACING,Twitter Web App,171,,,,False,False,0,,,"Auckland, New Zealand and USA",positiva
33,18009863,2022-06-12 20:00:01,Harnesslink,HARNESSLINK N AMERICAN NEWS OHIO SIRES STAKES HEATED UP MGMNORTHFIELD ON SATURDAY FRANK FRAAS REPORTS FOR THE HARNESSRACINGOH HARNESSRACING,Twitter Web App,172,,,,False,False,1,,,"Auckland, New Zealand and USA",neutral/SI
34,18009863,2022-06-13 00:30:00,Harnesslink,HARNESSLINK AUS NEWS TERRY GANGE REPORTS ON THE AUSTRALIAN HARNESS RACING SCENE AND SOME OF THE NEWS COMING OUT OF THE TRACKS OVER RECENT DAYS HARNESSRACING,Twitter Web App,185,,,,False,False,0,,,"Auckland, New Zealand and USA",neutral/SI
35,18009863,2022-06-12 20:30:00,Harnesslink,HARNESSLINK N AMERICAN NEWS THEY WERE GOING FAST AT SARATOGACASINO ON SATURDAY MIKESARDELLA REPORTS ON THE FEATURE ACTION FROM THE CARD HERE HARNESSRACING,Twitter Web App,186,,,,False,False,0,,,"Auckland, New Zealand and USA",positiva
36,1206354729451859968,2022-06-13 06:02:59,Anthony06511880,DEAR BBCNEWS BEFORE ANYBODY STARTS TO WATCH YOUR BIAS NEWS REPORTS ON RWANDA I CAN REPORT THAT EVERYONE IN THE PUB LAST NIGHT IS DELIGHTED THE FLIGHTS ARE GOING AHEAD,Twitter Web App,139,,,,False,True,0,,,Bolton ,positiva
37,743919975400889984,2022-06-13 06:02:20,JamesApps3,DEAR BBCNEWS BEFORE ANYBODY STARTS TO WATCH YOUR BIAS NEWS REPORTS ON RWANDA I CAN REPORT THAT EVERYONE IN THE PUB LAST NIGHT IS DELIGHTED THE FLIGHTS ARE GOING AHEAD,Twitter for Android,139,,,,False,True,0,,,"Newton Abbot, England",positiva
38,1378397924,2022-06-13 06:01:41,patchrxa,ACTUALLY FUCKIN TIRED OF ADVERTORIALS COSPLAYING AS NEWS REPORTS,Twitter for iPhone,64,,,,True,False,0,,,<U+0001F1F5><U+0001F1ED> | they/them,negativa
39,2788078109,2022-06-13 06:00:50,hkdemonow,THE HK GOVTS 25TH HANDOVER ANNIVERSARY WEBSITE INCLUDES A SECTION FOR MEDIA REPORTS FEATURING THE ECONOMIST AT THE TOP WHAT ARE THESE MEDIA REPORTS ER PAID ADVERTISEMENT FEATURES ACTUALLY CLEARLY THEY COULDNT FIND ONE COMPLIANT NEWS OUTLET TO WRITE A PUFF PIECE,<U+30C4><U+30A4><U+30BF><U+30DE>+ for Android,140,,,,False,True,0,,,Hong Kong,positiva
40,86292908,2022-06-13 06:00:05,FrontiersIn,HISTORIC WOODEN SHIPWRECKS ALTER SEAFLOOR MICROBIAL COMMUNITIES REPORTS A RECENT STUDY PUBLISHED IN FRONTIERS IN MARINE SCIENCE FRONTMARINESCI READ THE STUDY OUR OUR NEWS SITE,Salesforce - Social Studio,231,,,,False,False,2,,,"Lausanne, Switzerland",neutral/SI
41,2416005074,2022-06-13 06:00:04,GrahamSmithCR,FULL ACCESS TO CORNWALLS BEST LOCAL NEWS WEBSITE HAS NEVER BEEN EASIER,SocialOomph,98,,,,False,False,0,,,"Cornwall, UK",positiva
42,61432754,2022-06-12 18:22:02,CIoJournalist,CIOJ LINKEDIN NEWS REPORTS YOU MAY THINK THE MEDIA ARE SIMPLY REPORTERS OF ISSUES OF THE DAY BUT IN US WITH MIDTERM ELECTIONS COMING UP CHANNEL 4 HAS RAISED THE FACT THAT THE MAIN CABLE CHANNEL THERE HAS IGNORED IT SEE AMP,Twitter Web App,278,,,,False,False,3,,,London,positiva
43,61432754,2022-06-12 18:24:09,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS A ROWING BOAT HAS BEEN OFFICIALLY NAMED AFTER THE LATE CHANNEL ISLAND BROADCASTER GARY BURGESS SEE AMP,Twitter Web App,199,,,,False,False,3,,,London,negativa
44,61432754,2022-06-12 18:27:07,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS AUSTRALIAN CHANNEL 7 NEWSREADER REMEMBERED FOR HER GRACE AND COURAGE HAS DIED SURROUNDED BY FAMILY AFTER A LONG BATTLE WITH CANCER SEE AMP,Twitter Web App,239,,,,False,False,3,,,London,negativa
45,61432754,2022-06-12 18:23:00,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS TUNISIAN MILITARY PROSECUTORS CONFIRMED THEY HAD BEGUN INVESTIGATING A JOURNALIST ON SUSPICION OF HARMING PUBLIC ORDER BUT A FRIEND SAID HE HAD BEEN TAKEN INTO CUSTODY SEE AMP,Twitter Web App,274,,,,False,False,2,,,London,positiva
46,61432754,2022-06-12 18:25:11,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS THE SHUTTERING OF CRITICAL NEWSPAPERS IN CHINESE HONG KONG IS ONLY THE BEGINNING OF THE CRACKDOWN WHICH IS STIFLING FREE NEWS SEE AMP,Twitter Web App,230,,,,False,False,2,,,London,positiva
47,61432754,2022-06-12 18:18:49,CIoJournalist,CIOJ LINKEDIN NEWS REPORTS US PRESIDENT JOE BIDEN SAID HE HAD NOT YET DECIDED IF HE WILL TRAVEL TO SAUDI ARABIA A WEEK AFTER HE OPENED THE DOOR TO A POSSIBLE TRIP JAMAL KHASHOGGIS MURDER MAY BE THE ISSUE SEE AMP,Twitter Web App,272,,,,False,False,4,,,London,neutral/SI
48,61432754,2022-06-12 18:20:02,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS BRAZILIAN INVESTIGATORS ARE SKEPTICAL THAT REMAINS FOUND IN A RIVER COULD BE FROM A BRITISH JOURNALIST WHO WENT MISSING IN THE AMAZON RAINFOREST ON SUNDAY SEE AMP,Twitter Web App,259,,,,False,False,2,,,London,negativa
49,61432754,2022-06-13 05:59:24,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS CHANNEL 4 IS BEING INVESTIGATED BY REGULATOR OFCOM FOR BROADCASTING A REALISTIC BUT FAKE CYBER ATTACK WARNING ON FRIDAY NIGHT SEE AMP,Twitter Web App,230,,,,False,False,2,,,London,negativa
50,61432754,2022-06-12 18:28:06,CIoJournalist,CIOJ LINKEDIN NEWS REPORTS A SPECIALIST TEAM HAVE CREATED AN APPLICATION WITH HIGHRESOLUTION IMAGES OF VALE DO JAVARI TO HELP WITH SEARCHES FOR JOURNALIST DOM PHILLIPS AMP BRUNO PEREIRA MISSING IN THE AMAZON A WEEK TODAY SEE AMP,Twitter Web App,288,,,,False,False,3,,,London,negativa
51,61432754,2022-06-12 18:16:31,CIoJournalist,CIOJ LINKEDIN NEWS BY LIZ JUSTICE REPORTS AFTER LOSING OUT TO LORD GRADE AS CHAIR OF REGULATOR OFCOM LORD GILBERT IS ONE NAME IN THE FRAME TO LEAD THE BBCS FUNDING REVIEW SEE AMP,Twitter Web App,235,,,,False,False,2,,,London,neutral/SI
52,246904734,2022-06-13 05:59:11,hz1mt,ANDREWCHEARO OH YEAH IT WAS SOME PRETTY INTERESTING TIMES A LOT OF LEARNING ON THE FLY PLUS THE HYSTERIA THAT WAS GOING ON ALONG WITH THE NEWS REPORTSSAW SOME INTERESTING PLACES AND SAW SOME INTERESTING THINGS WHILE TRYING TO KEEP IT ON THE DL PULLING UP IN A HAZ MAT UNIT,Twitter for iPhone,266,1.53608196126081e+18,7.29305906782031e+17,andrew_chearo,False,False,0,,,,positiva
53,2879360726,2022-06-13 05:58:48,263Vinu,JSAIDEEPAK SANJAYDIXIT WHERE ARE PCITWEETS RAVISHNDTV NDTV TIMESOFINDIA SARDESAIRAJDEEP SABANAQVI ZOOBEAR RANAAYYUB SUHASINIH NO REPORTS NO VALUE OF LIVES FOR YOU NO NEWS WHAT A SHAME,Twitter for Android,176,1.53597158638092e+18,39234827.0,jsaideepak,False,False,0,,,,neutral/SI
54,870334971126307968,2022-06-13 05:57:39,ahymth,SO I AM EXPECTING FOR JIEUNS NEXT BIG ANNOUNCEMENT WILL BE CONCERT TOUR OR HUGE CASTING NEWS OR BOTH LOL I WANT HER TO GET SOME MUCH NEEDED REST BUT KNOWING OUR GIRL SHES JUST GOING TO KEEP BUSY AND WORKING,Twitter for iPhone,140,,,,False,True,0,,,,positiva
55,1482660566112120064,2022-06-13 05:57:36,shmuelcshapira,DURING SUCH A CRISIS CAN BE ACHIEVED ONLY IF THE NEWS CHANNELS PROVIDE REPORTS AND MEANINGFUL JOURNALISTIC INVESTIGATIONS THAT CHALLENGE THE SYSTEM,Twitter Web App,149,1.53622625817397e+18,1.48266056611212e+18,shmuelcshapira,False,False,8,,,<U+05DB><U+05DC> <U+05D4><U+05E0><U+05D0><U+05DE><U+05E8> <U+05DE><U+05E9><U+05E7><U+05E3> <U+05D3><U+05E2><U+05EA><U+05D9> <U+05D4><U+05E4><U+05E8><U+05D8><U+05D9><U+05EA> <U+05D1><U+05DC><U+05D1><U+05D3>,positiva
56,783975762885913984,2022-06-13 05:56:33,rainsey_ban,SO I AM EXPECTING FOR JIEUNS NEXT BIG ANNOUNCEMENT WILL BE CONCERT TOUR OR HUGE CASTING NEWS OR BOTH LOL I WANT HER TO GET SOME MUCH NEEDED REST BUT KNOWING OUR GIRL SHES JUST GOING TO KEEP BUSY AND WORKING,Twitter for iPhone,140,,,,False,True,0,,,Cambodia,positiva
57,1355114640477449984,2022-06-13 05:56:24,Prabhak41657341,AS PERREPORTS A LARGE NUMBER OF DEVOTEES GATHERED IN THE TEMPLE WHEN THE NEWS OF DESECRATION SPREAD IN THE AREA RECLAIMTEMPLE,Twitter for Android,140,,,,False,True,0,,, <U+0001F1EE><U+0001F1F3><U+092D><U+093E><U+0930><U+0924> <U+0001F6A9><U+0915><U+0930><U+094D><U+0928><U+093E><U+091F><U+0915> <U+092E><U+0902><U+0917><U+0932><U+094C><U+0930>,positiva
58,355057966,2022-06-13 05:55:28,Nini67580,TRUMP CE QUE LES FAKES NEWS NE VOUS MONTRERONT JAMAIS DONALD TRUMP SUR POUTINE EN 2017 EN MOINS DUNE MINUTE IL AVAIT TOUT RSUM TRUMPWASRIGHTABOUTEVERYTHING,Twitter for Android,140,,,,False,True,0,,,<U+03C1>a<U+0455>-<U+2202><U+0454>-¢ala<U+03B9><U+0455>,neutral/SI
59,909100971934060032,2022-06-13 05:53:50,verhelpen2,TRUMP CE QUE LES FAKES NEWS NE VOUS MONTRERONT JAMAIS DONALD TRUMP SUR POUTINE EN 2017 EN MOINS DUNE MINUTE IL AVAIT TOUT RSUM TRUMPWASRIGHTABOUTEVERYTHING,Twitter for Android,140,,,,False,True,0,,,Bruxelles,neutral/SI
60,1510553731825540096,2022-06-13 05:53:17,berryberryco25,WE ARE GLAD TO ANNOUNCE OUR COLLABORATION WITH TUZANYESPORTS WE WILL HAVE SOME OTHER NEWS COMING FOR YOU GUYS THIS WEEK SO KEEP AN EYE OUT FOR MORE ANNOUNCEMENTS READ MORE,Twitter for Android,139,,,,False,True,0,,,,positiva
61,2965539251,2022-06-13 05:53:12,billsofcost,THOMSON REUTERS PUTS CASELINES SUBCONTRACT ON HOLD FOLLOWING NEWS REPORTS,Twitter for iPhone,97,,,,False,False,0,,,South Africa,neutral/SI
62,1476587618452260096,2022-06-13 05:53:06,Lahmy23,WE ARE GLAD TO ANNOUNCE OUR COLLABORATION WITH TUZANYESPORTS WE WILL HAVE SOME OTHER NEWS COMING FOR YOU GUYS THIS WEEK SO KEEP AN EYE OUT FOR MORE ANNOUNCEMENTS READ MORE,Twitter for Android,139,,,,False,True,0,,,,positiva
63,3364605647,2022-06-13 05:52:25,SjokerG,TRUMP CE QUE LES FAKES NEWS NE VOUS MONTRERONT JAMAIS DONALD TRUMP SUR POUTINE EN 2017 EN MOINS DUNE MINUTE IL AVAIT TOUT RSUM TRUMPWASRIGHTABOUTEVERYTHING,Twitter Web App,140,,,,False,True,0,,,,neutral/SI
64,1452142844374919936,2022-06-13 04:32:45,CryptowithR,A MINUTE WITH EPNS WEEK 86 NOTIFICATIONS THROUGH SUBGRAPHS WALLET TO WALLET UPDATES MORE FRENS AMP MORE CHANNELS LIVE AND MORE A ROUNDUP OF EPNS NEWS IN LESS THAN A MINUTE PROJECT UPDATES DEVELOPMENTWEB SOCKETS ARE LIVE IN A STAGING ENVIRONMENT,Twitter for Android,269,,,,False,False,1,,,,positiva
65,1452142844374919936,2022-06-13 05:51:14,CryptowithR,A MINUTE WITH EPNS WEEK 86 NOTIFICATIONS THROUGH SUBGRAPHS WALLET TO WALLET UPDATES MORE FRENS AMP MORE CHANNELS LIVE AND MORE A ROUNDUP OF EPNS NEWS IN LESS THAN A MINUTE PROJECT UPDATES DEVELOPMENTWEB SOCKETS ARE LIVE IN A STAGING ENVIRONMENT,Twitter for Android,144,,,,False,True,0,,,,positiva
66,780794427350540032,2022-06-13 05:50:54,vince505050,TRUMP CE QUE LES FAKES NEWS NE VOUS MONTRERONT JAMAIS DONALD TRUMP SUR POUTINE EN 2017 EN MOINS DUNE MINUTE IL AVAIT TOUT RSUM TRUMPWASRIGHTABOUTEVERYTHING,Twitter Web App,140,,,,False,True,0,,,Portugal Barrancos (Béja),neutral/SI
67,1534562753998089984,2022-06-13 05:50:50,KPAOJTqdrzMtdp8,NUPURSHARMA PAKISTAN FAKENEWS,Twitter for Android,139,,,,False,True,0,,,,neutral/SI
68,1109826895124809984,2022-06-13 05:49:08,KhashanePalesa,THOMSON REUTERS PUTS CASELINES SUBCONTRACT ON HOLD FOLLOWING NEWS REPORTS VIA NEWS24,Twitter for iPhone,129,,,,False,True,0,,,"Johannesburg, South Africa",neutral/SI
69,1511137174766299904,2022-06-13 05:49:04,Jobertgzmn,WE ARE GLAD TO ANNOUNCE OUR COLLABORATION WITH TUZANYESPORTS WE WILL HAVE SOME OTHER NEWS COMING FOR YOU GUYS THIS WEEK SO KEEP AN EYE OUT FOR MORE ANNOUNCEMENTS READ MORE,Twitter for Android,139,,,,False,True,0,,,,positiva
70,1502863211338800128,2022-06-13 05:48:35,Latha9731,AS PERREPORTS A LARGE NUMBER OF DEVOTEES GATHERED IN THE TEMPLE WHEN THE NEWS OF DESECRATION SPREAD IN THE AREA RECLAIMTEMPLE,Twitter for Android,140,,,,False,True,0,,,,positiva
71,1361377617748839936,2022-06-13 05:48:33,William85837998,TRUMP CE QUE LES FAKES NEWS NE VOUS MONTRERONT JAMAIS DONALD TRUMP SUR POUTINE EN 2017 EN MOINS DUNE MINUTE IL AVAIT TOUT RSUM TRUMPWASRIGHTABOUTEVERYTHING,Twitter for Android,140,,,,False,True,0,,,,neutral/SI
72,1509709885654840064,2022-06-13 05:47:59,keonna_ponce,WE ARE GLAD TO ANNOUNCE OUR COLLABORATION WITH TUZANYESPORTS WE WILL HAVE SOME OTHER NEWS COMING FOR YOU GUYS THIS WEEK SO KEEP AN EYE OUT FOR MORE ANNOUNCEMENTS READ MORE,Twitter for Android,139,,,,False,True,0,,,,positiva
73,1464153315256770048,2022-06-13 05:46:44,brantley_jonnie,DRADAMANEEVIT THE JAB WASNT A TRUE VACCINATION BY DEFINITION BY SCIENCE THATS WHY FAUCI WAS TRYING TO CHANGE THE DEFINITION OF VACCINATION GOOGLE IT SHOULD BE SEVERAL NEWS REPORTS,Twitter for iPhone,140,,,,False,True,0,,,,positiva
