"newdata.user_id","newdata.created_at","newdata.screen_name","newdata.text","newdata.source","newdata.display_text_width","newdata.reply_to_status_id","newdata.reply_to_user_id","newdata.reply_to_screen_name","newdata.is_quote","newdata.is_retweet","newdata.favorite_count","newdata.quote_count","newdata.reply_count","newdata.location"
"28471149",2022-06-13 05:36:13,"willnam","THE HK GOVTS 25TH HANDOVER ANNIVERSARY WEBSITE INCLUDES A SECTION FOR MEDIA REPORTS FEATURING THE ECONOMIST AT THE TOP WHAT ARE THESE MEDIA REPORTS ER PAID ADVERTISEMENT FEATURES ACTUALLY CLEARLY THEY COULDNT FIND ONE COMPLIANT NEWS OUTLET TO WRITE A PUFF PIECE","Twitter for Android",140,NA,NA,NA,FALSE,TRUE,0,NA,NA,""
"132867906",2022-06-13 05:35:03,"zoriniii","COVID UPDATES INDIA REPORTS 8582 NEW CASES ACTIVE CASELOAD STANDS AT 44513 TRACK TODAYS LATEST NEWS HERE","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,NA,NA,"Aizawl, India"
"3024924114",2022-06-13 05:34:14,"Justyou1U","SO I AM EXPECTING FOR JIEUNS NEXT BIG ANNOUNCEMENT WILL BE CONCERT TOUR OR HUGE CASTING NEWS OR BOTH LOL I WANT HER TO GET SOME MUCH NEEDED REST BUT KNOWING OUR GIRL SHES JUST GOING TO KEEP BUSY AND WORKING","Twitter Web App",140,NA,NA,NA,FALSE,TRUE,0,NA,NA,""
"1181038442",2022-06-13 05:34:06,"0DDJ0BB","54DEMO1 MRMIKEJAMES JANUARY6THCMTE ALL OF THAT WAS SPECULATION WITH NO REAL HARD EVIDENCE I WATCHED THAT 9 MINUTE VIDEO THE COMMITTEE PUT TOGETHER AND MY MOUTH WAS OPEN I SAW JAN6 UNFURL ON THE NEWS AND SUBSEQ WEEKS BUT SEEINV IT ORGANIZED THIS WAY REMOVED ANY DOUBT ABOUT HOW IT HAPPENED WHO WAS INVOLVED","Twitter for Android",274,"1535673900247330817","1351321944855990273","54Demo1",FALSE,FALSE,0,NA,NA,""
"1174868700194844672",2022-06-13 05:33:04,"PaulGavigan4","NTROPY668 NYTIMES WHATS SAD IS YOULL BE WATCHING THE NEWS REPORTS OF ALL THE VACCINE INJURIES IN THE NEXT COUPLE WEEKS WHICH HAS ALREADY STARTED YOU KNOW LIKE SUDDEN DEATH YOUNG PEOPLE","Twitter for Android",171,"1536219499967393792","1240077413289054208","Ntropy668",FALSE,FALSE,0,NA,NA,"Floriduh"
"2901040703",2022-06-13 05:32:59,"JoeThierry0672","TRUMP CE QUE LES FAKES NEWS NE VOUS MONTRERONT JAMAIS DONALD TRUMP SUR POUTINE EN 2017 EN MOINS DUNE MINUTE IL AVAIT TOUT RSUM TRUMPWASRIGHTABOUTEVERYTHING","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,NA,NA,"Belgique"
"1509825848911704066",2022-06-13 05:32:45,"Jiminbts4ever","UCC JIMIN SHINES AS HE GOES VIRAL FOR HIS MESMERIZING VOCALS AND KMEDIA FEATURE HIM IN NEWS REPORTS ON BTSS COMEBACK","Twitter for Android",140,NA,NA,NA,FALSE,TRUE,0,NA,NA,""
"969518593728794624",2022-06-13 05:07:58,"brandonmscales","UNFORTUNATELY BIOPSY CAME BACK WITH NEWS COLORECTAL CANCER METASTASIZED TO LEFT LUNG NOW STAGE FOUR BUT MY ONCOLOGISTS SAY CURABLE NEXT WEEK DOING SCANS BEFORE LUNG SURGERY IN OCT THEN MOST LIKELY 36 MONTHS CHEMO 5MINUTE PODCAST WITH MORE","Twitter Web App",140,NA,NA,NA,FALSE,TRUE,0,NA,NA,""
"375089876",2022-06-13 05:32:35,"vanrash02chahat","NUPURSHARMA PAKISTAN FAKENEWS","Twitter for Android",139,NA,NA,NA,FALSE,TRUE,0,NA,NA,"<U+092C><U+093F><U+0932><U+093E><U+0938><U+092A><U+0941><U+0930> <U+091B><U+0924><U+094D><U+0924><U+0940><U+0938><U+0917><U+095D>"
"1401610352920465409",2022-06-12 20:44:33,"SkyNetPlatform","REBEL WILSONS COMING OUT ANNOUNCEMENT IS UNDER A MICROSCOPE BECAUSE OF WHAT WAS HAPPENING BTS INCLUDING A NEWSPAPERS ATTEMPT TO FORCE HER TO COMMENT BEFOREHAND","SkyNetDev1",193,NA,NA,NA,FALSE,FALSE,0,NA,NA,"Washington"
"1003957437093695488",2022-06-13 05:32:03,"NoelTeitoku","UNTAINTEDCODE FILIPEROQUE2 CANADIANUKRAIN1 GOOD HE REPORTS 200 RUSSIANS EVERYDAY ITS GOOD NEWS LESSER THE RUSSIANS ARE ARE ALWAYS GOOD NEWS RUSSIAN GETTING WHACK GOOD WOULD YOU AGREE UNTAINTEDCODE","Twitter for Android",163,"1536065621313691648","3233045975","UntaintedCode",FALSE,FALSE,0,NA,NA,""
"1482661142862647297",2022-06-13 05:31:47,"Cotdp88win","ANNOUNCEMENT VOLRSCAN RESPONSIVE WEB HAS BEEN RELEASED USE VOLRSCAN TO SEARCH YOUR TRANSACTIONS FROM MULTIPLE DEVICES SHARE WITH YOUR FRIENDS AND SPREAD THE NEWS FOLLOW WHISPERMSG AMP VOLAREOFFICIAL RTTAG 3 FRDS","Twitter for Android",140,NA,NA,NA,FALSE,TRUE,0,NA,NA,"Republic of the Philippines"
"309570860",2022-06-13 05:31:15,"RuchiAngrish","COVID UPDATES INDIA REPORTS 8582 NEW CASES ACTIVE CASELOAD STANDS AT 44513 TRACK TODAYS LATEST NEWS HERE","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,NA,NA,"Noida, India"
"736297252168204289",2022-06-13 05:30:47,"ikrantsharma738","BLSANTHOSH BJP4INDIA NARENDRAMODI HIMANTABISWA BJP4ASSAM BHABESHKALITAR AS PER THE REPORTS AND NEWS DATA ASSAM IS DOING GREAT WORK OF PROGRESS UNDER THE LEADERSHIP OF HIMANTABISWA AND ITS GOOD FOR THE NATION I SALUTE ALL THE THINK TANKS TO EXECUTE THE VISION OF PM SHRI NARENDRAMODI JI","Twitter for iPhone",216,"1536044307815477248","1065563383","blsanthosh",FALSE,FALSE,0,NA,NA,"Delhi, India"
"1391779063123959809",2022-06-13 05:30:36,"Park_13Jimin_","UCC JIMIN SHINES AS HE GOES VIRAL FOR HIS MESMERIZING VOCALS AND KMEDIA FEATURE HIM IN NEWS REPORTS ON BTSS COMEBACK","Twitter for Android",140,NA,NA,NA,FALSE,TRUE,0,NA,NA,""
"2920873183",2022-06-13 05:30:03,"rrochaIII","JOELONGBALLS HIDEO KOJIMA WAS GOING TO ANNOUNCE HE WAS MAKING THE NEW BANJO KAZOOIE GAME BUT PHIL SPENCER TOLD HIM LAST MINUTE THAT THE WORLD WASNT READY FOR SUCH NEWS","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,NA,NA,""
"2982269822",2022-06-13 05:30:00,"TheQuint","GET BREAKING NEWS GROUND REPORTS PODCASTS REVIEWS AND MORE ON THE GO JOIN THE QUINT ON TELEGRAM","Twitter Web App",125,NA,NA,NA,FALSE,FALSE,1,NA,NA,""
"2196488120",2022-06-13 05:29:59,"ae4ca","ANGRYSTAFFER I SAW THIS STORY SINCE I LIVE 30 MILES FROM CDA INTERESTING HOW WHAT I SAW ON THE VERY FIRST NEWS REPORTS ARE NO LONGER AVAILABLE IT WAS VIDEO OF A LARGE GROUP OF THEIR FACES COVERED BY WHITE NECK GATORS OR WHITE BALACLAVAS SKIING IN COLD WITH HUGE EYE HOLES CUT LIKE KKK","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,NA,NA,"Brooklyn, NY"
"838562701081210880",2022-06-13 05:29:40,"FlyingFishTV_","G27STATUS WE GOT SOME PLAGUE TALE REQUIEM GAMEPLAY A TRAILER FOR ARA HISTORY UNTOLD SOME DIABLO 4 NEWS AND THE ANNOUNCEMENT OF A KOJIMA COLLABORATION SOLID SHOW IMO","Twitter for iPhone",159,"1536056223954620416","322129286","G27Status",FALSE,FALSE,0,NA,NA,""
